licence number,establishment name,location address line 1,location address line 2,location address city,location postal code,licence type,licence sub type,capacity
308658,Amica White Rock ,15333 16th Avenue ,,SURREY,V4A1R6,Food Primary,,541
137488,Amica at Beechwood Village,2315 Mills Road,,SIDNEY,V8L5W6,Food Primary,,218
306519,Amica at Douglas House,50 Douglas St,,VICTORIA,V8V2N8,Food Primary,,132
307515,Amica at Edgemont Village,3225 Highland Blvd,,NORTH VANCOUVER,V7R0A3,Food Primary,,330
308039,Amica at the Gorge,944 Gorge St. W.,,VICTORIA,V9A0G8,Food Primary,,870
306255,Amici Miei Italian Restaurant,1114 Denman Street,,VANCOUVER,V6G2M8,Food Primary,,29
138937,Amigo's on Main Nightclub,4701 51ST ST,,CHETWYND,V0C1J0,Liquor Primary,,168
44006,Amore Mio,270 BERNARD AVE,,KELOWNA,V1Y6N4,Food Primary,,60
305302,Amore Pizza Factory,6273 Main St,,OLIVER,V0H1T0,Food Primary,,20
142409,Amorosa/ Santali Restaurant ,7870 Edmonds St,,BURNABY,V3N1B8,Food Primary,,70
306965,Amovino Distributors Ltd.,,,,,Agent,,
306318,Ampersand,32 Water St,,VANCOUVER,V6B1A4,Food Primary,,47
306041,Ampersand Distilling Company,4077 Lanchaster Rd,,DUNCAN,V9L6G2,Manufacturer,Distillery,0
50072,Amrikkos Indian Grill,487 Island Hwy E,,PARKSVILLE,V9P2H6,Food Primary,,72
304957,Amsterdam Restaurant,1-111 Oriole Rd,,KAMLOOPS,V2C4N6,Food Primary,,78
302215,An Indian Affair,#146 - 19653 Willowbrook Drive,,LANGLEY,V2Y1A5,Food Primary,,109
308534,Anar Persian Cuisine ,12051 3rd Avenue,,RICHMOND,V7E3T1,Food Primary,,28
300785,Anarona Wines Limited,,,,,Agent,,
307855,"Anatol Pogolsha, Silvia Pogolsha ET AL",,,,,Agent,,
27813,Anchor Inn,261 S. Island Hwy,,CAMPBELL RIVER,V9W2B3,Food Primary,,634
304108,Ancient Hill Winery,4918 Anderson Road,,KELOWNA,V1X7V7,Manufacturer,Winery,0
308150,Ancora ,Units 3 & 4,1351 Bellevue Ave,WEST VANCOUVER,V7T1B5,Food Primary,,146
306504,Ancora Waterfront Dining & Patio,2 - 1600 Howe St.,,VANCOUVER,V6Z2L9,Food Primary,,213
302423,Andamiro Bistro,2568 Kingsway,,VANCOUVER,V5R5H2,Food Primary,,71
306680,Anderson Distilleries,106-3011 Underhill Avenue,,BURNABY,V5A3C2,Manufacturer,Distillery,0
305157,Andiamo Italian Restaurant,260 Ross St NE,,SALMON ARM,V1E4N7,Food Primary,,66
307223,Andina Brewing,1507 Powell Street,,VANCOUVER,V5L1H3,Manufacturer,Brewery,0
121352,Andrea's Restaurant,20227 56 Ave,,LANGLEY,V3A3Y6,Food Primary,,195
300301,Andrew Peller Limited ,,,,,Agent,,
300438,Angel Estate Winery ,2170 Westham Island Road,,DELTA,V4K3N2,Manufacturer,Winery,0
308310,Angelina's Dutch Corner,122-810 Quayside Drive,,NEW WESTMINSTER,V3M6B9,Food Primary,,145
300675,"Angelopulos, George",,,,,Agent,,
307687,Angry Hen Brewing Company,343 Front Street,,KASLO,V0G1M0,Manufacturer,Brewery,0
192899,Angry Otter Liquor @ 248th ,3650 248th Street,,ALDERGROVE,V4W1Y8,Licensee Retail Store,,
195422,Angry Otter Liquor @ Sumas,101-1201 Sumas Way,,ABBOTSFORD,V2S8H2,Licensee Retail Store,,
192022,Angry Otter Liquor @ Tranquille,363 Tranquille Rd,,KAMLOOPS,V2B3G4,Licensee Retail Store,,
195352,Angry Otter Liquor @ Whatcom,100 - 1900 North Parallel Road,,ABBOTSFORD,V3G2C6,Licensee Retail Store,,
308563,Ann Elizabeth Kirsebom DBA Vins Exceptionnels,,,,,Agent,,
300890,AnnaLena,1809 West 1st  Avenue,,VANCOUVER,V6J5B8,Food Primary,,62
307950,Annora Restaurant,5572 204 Street,,LANGLEY,V3A1Z5,Food Primary,,28
308190,Another Beer Company ,11-30 Capilano Way,,NEW WESTMINSTER,V3L5M3,Manufacturer,Brewery,0
308538,Anra Investments Inc.,,,,,Agent,,
306409,Antico Pizza Napoletana,347 Bernard Ave,,KELOWNA,V1Y6N6,Food Primary,,65
306093,Anvil Centre,777 Columbia Street,,NEW WESTMINSTER,V3L4H9,Liquor Primary,,1755
102984,Anvil Neighbourhood Pub,5639 Horsefly Rd,,HORSEFLY,V0L1L0,Liquor Primary,,120
302835,Aomi Sushi Japanese Restaurant,12- 4600 Lakeshore Road,,KELOWNA,V1W1X4,Food Primary,,60
305717,Aomori Sushi,12 - 13767  72nd Ave,,SURREY,V3W9Z1,Food Primary,,40
308699,Aperture Coffee Bar,4124 Main St,,VANCOUVER,V5V3P7,Food Primary,,50
54234,Apex Mountain Resort,34km West of Penticton,,PENTICTON,V2A6J9,Liquor Primary,,422
140422,Apex Mountain Resort,34km West of Penticton,,PENTICTON,V2A6J9,Food Primary,,439
60411,Aphrodite's Organic Cafe,3605 W  4TH AVE,,VANCOUVER,V6R1P2,Food Primary,,147
21979,Apna Indian Kitchen,20204 Fraser Hwy,,LANGLEY,V3A4E6,Food Primary,,152
308074,Appellation Wine Marketing Ltd.,,,,,Agent,,
300448,Applause Japanese Restaurant,8269 Oak Street,,VANCOUVER,V6P4A8,Food Primary,,49
175806,Apple Bowl Stadium,1557 Burtch Rd,,KELOWNA,V1Y4A9,Liquor Primary,,2300
56410,Apple Tree Restaurant (Victoria),1501 Admirals Rd,,VICTORIA,V9A2P8,Food Primary,,165
305982,Appy's Pub,714 Sayward Road,,SAYWARD,V0P1R0,Liquor Primary,,94
62617,Araxi's Restaurant,4222 Village Square,,WHISTLER,V0N1B4,Food Primary,,298
305824,Arbutus Distillery,1890 Boxwood Rd,,NANAIMO,V9S5Y2,Manufacturer,Distillery,0
141363,Arbutus Ridge Golf Club,3515 Telegraph Rd. ,RR  2,COBBLE HILL,V0R1L0,Food Primary,,268
143711,Arbutus Ridge Golf Club,3515 Telegraph Rd. ,RR  2,COBBLE HILL,V0R1L0,Liquor Primary,,107
308227,Arcadia Winery Ltd.,110 - 12200 Riverside Way,,RICHMOND,V6W1K5,Manufacturer,Winery,0
300418,Area Support Unit Chilliwack,5535 Korea Rd,,CHILLIWACK,V2P8A6,Liquor Primary,,308
304891,Aree Thai Restaurant,1150 Kingsway,,VANCOUVER,V5V3C8,Food Primary,,70
308348,"Arevalo-Chafe, Raquel & Chafe, Sean",,,,,Agent,,
300952,Arigato Sushi,1821 East Trans Canada Hwy.,,KAMLOOPS,V2C3Z7,Food Primary,,70
301748,Arigato Sushi,70 - 1395 Hillside Drive,,KAMLOOPS,V2E2R7,Food Primary,,67
17701,Arike Restaurant,1725 Davie Street,,VANCOUVER,V6G1W5,Food Primary,,60
303575,Arirang Korean Restaurant,14916 - 104 Ave,,SURREY,V3R1M7,Food Primary,,40
300031,Arisu Authentic Korean BBQ,203-4501 North Road,,BURNABY,V3N4R7,Food Primary,,130
9349,Arlington Hotel (Trail),975 Spokane St,,TRAIL,V1R3W7,Liquor Primary,,270
195224,Arlington Licensed Liquor Store,2414 Island Highway East,,NANOOSE BAY,V9P9E2,Licensee Retail Store,,
302621,Armour Mountain Restaurant ,4347 Yellowhead Highway ,,BARRIERE,V0E1E0,Food Primary,,44
195353,Arms Beer Wine & Liquor Store,3255 Coast Meridian Road,,PORT COQUITLAM,V3C3N3,Licensee Retail Store,,
139506,Arms Reach Bistro,107C - 4390 Gallant Ave,,NORTH VANCOUVER,V7G1L2,Food Primary,,95
302480,Arms Reach Cafe,8406 Busk Road,,BALFOUR,V0G1C0,Food Primary,,182
113850,Armstrong Hotel,2715 Pleasant Valley Road,,ARMSTRONG,V0E1B0,Liquor Primary,,100
192717,Armstrong Inn,3400 Smith Dr,,ARMSTRONG,V0E1B1,Licensee Retail Store,,
203671,Armstrong Wine & Brew,2545 Patterson Ave,,ARMSTRONG,V0E1B0,UBrew/UVin,,
304782,"Army, Navy & Air Force Veterans In Canada, #  5",2500 46th Ave,,VERNON,V1T8S2,Liquor Primary,,425
19933,"Army, Navy & Air Force Veterans In Canada, #305",46268 Yale Rd,,CHILLIWACK,V2P2P6,Liquor Primary,Club,204
29737,"Army, Navy & Air Force Veterans in Canada No. 284",105 - 11900 No. 1 Road,,RICHMOND,V7E1S9,Liquor Primary,Club,325
54737,"Army, Navy & Air Force Veterans in Canada No. 302",9831 Fourth St,,SIDNEY,V8L2Z2,Liquor Primary,Club,250
303244,"Army, Navy & Air Force Veterans in Canada No. 315",30346 McNeil Avenue,,ABBOTSFORD,V4X1V5,Liquor Primary,Club,88
12131,"Army, Navy & Air Force Veterans in Canada, #293",1708 Peninsula Rd,,UCLUELET,V0R3A0,Liquor Primary,Club,100
119480,"Army, Navy & Airforce Veterans in Canada No. 290",#9 - 177 Tranquille Road,,KAMLOOPS,V2B3H2,Liquor Primary,Club,142
50638,"Army, Navy and Air Force Veterans in Canada, #376",270 Dougall Road North,,KELOWNA,V1X3K5,Liquor Primary,Club,252
304525,Aroma Indian Restaurant & Lounge,50 Queens Street,,PORT MOODY,V3H2N4,Food Primary,,120
307736,Aromas Hotel Kimberley,300 Wallinger Ave,,KIMBERLEY,V1A1Z4,Food Primary,,94
28754,Arriva Ristorante,1537 Commercial Dr,,VANCOUVER,V5L3Y1,Food Primary,,120
301452,Arrow and Anchor Pizza,312 Broadway Street,,NAKUSP,V0G1R0,Food Primary,,40
300704,Arrowana Restaurant,601 Pine Avenue,,SPARWOOD,V0B2G0,Food Primary,,50
305082,Arrowhead Brewing Company,481 Arrow Road,,INVERMERE,V0A1K0,Manufacturer,Brewery,0
300481,Arrowleaf Cellars Winery,1574 Camp Rd,,LAKE COUNTRY,V4V1K1,Manufacturer,Winery,0
307510,Arrowvale Cafe,5955 Hector Rd,,PORT ALBERNI,V9Y9E8,Food Primary,,45
124882,Art Infiniti Hotel Ltd.,21707 Lougheed Highway,,MAPLE RIDGE,V2X2S2,Liquor Primary,,60
203948,Art of Brewing Ltd.,15-1156 Rocky Creek Rd,,LADYSMITH,V9G1A4,UBrew/UVin,,
300369,"Arterra Wines Canada, Inc. Vins Arterra Canada, Inc.",,,,,Agent,,
191594,Artful Dodger Liquor Store,2364 200th St,,LANGLEY,V2A1W9,Licensee Retail Store,,
38322,Artful Dodger Neighbourhood Pub,2364 200TH ST,,LANGLEY,V2Z1W9,Liquor Primary,,208
306825,Artisan Bistro,350-777 Royal Oak Drive,,VICTORIA,V8X4V1,Food Primary,,74
303442,Artisan Eats Cafe & Fine Foods,539 Artisan Lane,,BOWEN ISLAND,V0N1G0,Food Primary,,107
302222,Artisan Sakemaker at Granville Island,1339 Railspur Alley,,VANCOUVER,V6H4G9,Manufacturer,Winery,0
302917,Artisan Wine Shop,644 Broughton St,,VICTORIA,V8W1C9,Wine Store,Off-site Winery Store,
304963,Artisan Wines Ltd.,,,,,Agent,,
304194,Artistry Coffee Shop & Bakehouse Ltd.,2959  4th Ave W,,VANCOUVER,V6K1R3,Food Primary,,50
306301,Artus Bottling Ltd.,1375 Commercial Way,,PENTICTON,V2A3H4,Manufacturer,Distillery - Co-Packer,0
218289,Artusi Restaurant,412 Sixth St,,NEW WESTMINSTER,V3L3B2,Food Primary,,60
308264,Arvind's Curry & Cocktail,420 6th Street,,NEW WESTMINSTER,V3L3B2,Food Primary,,50
102901,Asahi Japanese Restaurant,103  2540 Mary Hill Road,,PORT COQUITLAM,V3C3B2,Food Primary,,90
153578,Asakusa Japanese Restaurant,104B - 8850 Walnut Grove Dr,,LANGLEY,V1M2C9,Food Primary,,50
306152,Ash Street Bistro,611-41st Ave W,,VANCOUVER,V5Z0C7,Food Primary,,255
5166,Ashcroft River Inn,1st St & Railway,,ASHCROFT,V0K1A0,Liquor Primary,,125
306169,Ashiana Tandoori Restaurant,1440 Kingsway,,VANCOUVER,V5N2R5,Food Primary,,145
307430,Ashoka Indian Cuisine,101 Westminster Ave W,,PENTICTON,V2A1J7,Food Primary,,240
300722,Ashoka Indian Restaurant,20530 Fraser Highway,,LANGLEY,V3A4G2,Food Primary,,63
304314,Asia Garden Restaurant,4541 Margaret Street,,PORT ALBERNI,V9Y6G8,Food Primary,,38
27258,Asian Avenue Restaurant,4101 32 St,,VERNON,V1T5P3,Food Primary,,152
167355,Asian Noodle House,313 GOLDSTREAM AVE,,COLWOOD,V9B2W4,Food Primary,,50
305568,Asian Pear Buffet,2050 Harvey Avenue,,KELOWNA,V1Y8P8,Food Primary,,178
303058,Ask for Luigi Restaurant ,305 Alexander St.,,VANCOUVER,V6A1C4,Food Primary,,27
71794,Aspen Motor Inn,Hwy 16,,SMITHERS,V0J2N0,Food Primary,,271
306537,Assembli Custom Pizzas & Salads,2325 Cambie St,,VANCOUVER,V5Z2T9,Food Primary,,41
307885,Assembli Custom-Made Salads & Pizzas,160-1066 Hastings St W,,VANCOUVER,V6E3X1,Food Primary,,30
303166,Asteras Greek Taverna,347 Wesley Street,,NANAIMO,V9R2T5,Food Primary,,50
307476,Astonbury Impex Ltd.,,,,,Agent,,
139155,Astoria,769 East Hastings Street,,VANCOUVER,V6A1R3,Liquor Primary,,220
191222,Astoria,769 East Hastings Street,,VANCOUVER,V6A1R3,Licensee Retail Store,,
306340,Astoria Retirement Residence,2245 Kelly Ave,,PORT COQUITLAM,V3C0B1,Food Primary,,180
308664,Atami Japanese Restaurant,118-948 McCurdy Rd,,KELOWNA,V1X2P7,Food Primary,,117
308401,Atlas Steak + Fish ,20393 Fraser Highway ,,LANGLEY,V3A7N2,Liquor Primary,,331
187078,Atoli Seafood Restaurant,192 West Island Highway,,PARKSVILLE,V9P2H5,Food Primary,,50
301447,Atrevida Lounge,134 Madrona Drive,,GALIANO ISLAND,V0N1P0,Liquor Primary,,11
212355,Atrevida Restaurant ,134 Madrona Drive,,GALIANO ISLAND,V0N1P0,Food Primary,,201
131973,Atrium Inn,2889 E  HASTINGS ST,,VANCOUVER,V5K2A1,Liquor Primary,,118
131989,Atrium Inn,2889 E  HASTINGS ST,,VANCOUVER,V5K2A1,Food Primary,,285
306168,Au Comptoir,2278 4th Ave W,,VANCOUVER,V6K1N8,Food Primary,,54
307835,Audielicious,9520 93 Ave,,FORT ST. JOHN,V1J6T4,Food Primary,,56
305019,Auntie Ag's Seafood Cafe,6240 Main St,,OLIVER,V0H1T0,Food Primary,,39
307502,Auntie Barb's,217 Cranbrook St N,,CRANBROOK,V1C3R1,Food Primary,,158
121620,Auntie Pesto's Cafe & Deli,2104 115 FULFORD-GANGES RD,,SALT SPRING ISLAND,V8K2T9,Food Primary,,62
117152,Aura ,1176 Granville Street,,VANCOUVER,V6Z1L8,Liquor Primary,,330
173259,Austin Fish & Chips 2019,1119 AUSTIN AVE,,COQUITLAM,V3K3P4,Food Primary,,50
183471,Austin House Fish & Chips,19182 Lougheed Hwy,,PITT MEADOWS,V3Y2H6,Food Primary,,56
303247,Austin House Fish & Chips ,5 - 45695 Hocking Ave,,CHILLIWACK,V2P6Z6,Food Primary,,50
195200,Austin Station Liquor Store,Unit #11 - 2662 Austin Ave,,COQUITLAM,V3K6C4,Licensee Retail Store,,
305822,Autostrada Downtown,350 Pender St W,,VANCOUVER,V6B1T1,Food Primary,,48
307728,Autostrada Osteria,4811 Main St,,VANCOUVER,V5V3R9,Food Primary,,27
305183,Ave Maria Specialties,1638 20 AVE,,PRINCE GEORGE,V2L4B6,Wine Store,Sacramental Wine Store,
302673,Avenue Restaurant,2064 Comox Ave,,COMOX,V9M1P8,Food Primary,,80
301822,Averill Creek Vineyard,6552 North Road,,DUNCAN,V9L6K9,Manufacturer,Winery,0
308506,Avery Cafe Restaurant,112-4751 Garden City Rd,,RICHMOND,V6X3M7,Food Primary,,99
307824,Avishan,20433 Douglas Cres.,,LANGLEY,V3A4B6,Food Primary,,30
302847,Axis Planning Inc,,,,,Agent,,
304094,Axum Restaurant,1279 Hastings St East,,VANCOUVER,V6A1S4,Food Primary,,49
308843,Azteca Tacos and Grill,788 Yates St,,VICTORIA,V8W1L4,Food Primary,,30
301034,Azuma Sushi,615 Yates St,,VICTORIA,V8T2C1,Food Primary,,130
306713,B House Restaurant,2270 Commercial Dr.,,VANCOUVER,V5N4B5,Food Primary,,36
192428,B Liquor Store,100-19665 Willowbrook Drive,,LANGLEY,V2Y1A5,Licensee Retail Store,,
192089,B Liquor Store,12911 96 Avenue,,SURREY,V3V6V9,Licensee Retail Store,,
302378,B&B Restaurant,101-8077 King George Blvd,,SURREY,V3W5B4,Food Primary,,82
204538,B.A. BREWMASTER,20 1425 CARIBOO PLACE,,KAMLOOPS,V2C5Z3,UBrew/UVin,,
301990,B.A. Winexpert,50 - 1967 E Trans Canada Hwy,,KAMLOOPS,V2C4A4,UBrew/UVin,,
37931,B.C. PLACE STADIUM,777 PACIFIC BLVD,,VANCOUVER,V6B4Y8,Liquor Primary,,82238
304635,B.P.O.E. Benevolent Protective Order of Elks #45,3103 30th Street,,VERNON,V1T5E3,Liquor Primary,,200
307665,B.W. Wine Alliance Inc.,,,,,Agent,,
182567,BAAN THAI RESTAURANT,1090 SHOPPERS ROW,,CAMPBELL RIVER,V9W2C6,Food Primary,,52
167334,BABINE LODGE LOUNGE & RESTAURANT,BOX 9 SS 1,,TOPLEY LANDING,V0J1W0,Liquor Primary,,30
119611,BACI'S - A TASTE OF ITALY,3728 E  HASTINGS ST,,BURNABY,V5C2H5,Food Primary,,60
203377,BACK DOOR WINE CELLAR,503 7TH AVE,,INVERMERE,V0A1K0,UBrew/UVin,,
84232,BALFOUR BEACH INN,8406 BUSK ST,,BALFOUR,V0G1C0,Liquor Primary,,168
135035,BALFOUR GOLF & COUNTRY CLUB,602 Queens Bay Road,,BALFOUR,V0G1C0,Food Primary,,161
136348,BALFOUR GOLF & COUNTRY CLUB,602 Queens Bay Road,,BALFOUR,V0G1C0,Liquor Primary,,29
63322,BAMBOO GARDEN  (CRANBROOK),20 - 8TH AVE S,,CRANBROOK,V1C2K3,Food Primary,,68
5119,BAMBOO GROVE RESTAURANT,6920 NO  3 RD,,RICHMOND,V6Y2C5,Food Primary,,111
12393,BAMBOO INN RESTAURANT  (KAMLOOPS),6 - 1800 TRANQUILLE RD,,KAMLOOPS,V2B3L9,Food Primary,,91
207628,BAMFIELD LODGE,275 BOARDWALK,PO BOX 23,BAMFIELD,V0R1B0,Food Primary,,50
185065,BANANA LEAF,820 W BROADWAY,,VANCOUVER,V5Z1J8,Food Primary,,80
115485,BARCLAY HOTEL,1348-1368 ROBSON ST,,VANCOUVER,V6E1C5,Liquor Primary,,100
37402,BARLEY MILL PUB RESTAURANT & BEER STORE,2460 SKAHA LAKE RD,,PENTICTON,V2A6E9,Liquor Primary,,332
179748,BARLEY MILL PUB RESTAURANT & BEER STORE,2460 SKAHA LAKE RD,,PENTICTON,V2A6E9,Food Primary,,104
191859,BARLEY MILL PUB RESTAURANT & BEER STORE,2460 SKAHA LAKE RD,,PENTICTON,V2A6E9,Licensee Retail Store,,
11269,BARRIERE MOTOR INN,4347 YELLOWHEAD HWY,,BARRIERE,V0E1E0,Liquor Primary,,85
75778,BAVARIA RESTAURANT,33233 WALSH AVE,,ABBOTSFORD,V2S1Z9,Food Primary,,68
205291,BAVARIAN WINE WORKS,395 ST. MARY'S AVE,,KIMBERLEY,V1A2K2,UBrew/UVin,,
218624,BAY SUSHI,6371 BRUCE ST.,,WEST VANCOUVER,V7W2G5,Food Primary,,12
201977,BAYOU BREWING CLUB,120 3771 JACOMBS RD,,RICHMOND,V6V2L9,UBrew/UVin,,
211236,BAYSHORE RESORT,13165 HWY  3A,BOX 6,BOSWELL,V0B1A0,Food Primary,,119
117661,BB'Q Chicken,2-2755 Lougheed Hwy,,PORT COQUITLAM,V3B5Y9,Food Primary,,32
209997,BB-Q Chicken Lemon,1517 Robson St,,VANCOUVER,V6G1C3,Food Primary,,50
308622,BBQ Chicken & Pub,640-329 North Road ,,COQUITLAM,V3K3V8,Food Primary,,50
306694,BBQ Nation Restaurant,101 - 7238 137 St,,SURREY,V3W1V3,Food Primary,,28
306573,BBong Korean Restaurant,260-329 North Road,,COQUITLAM,V3K3V8,Food Primary,,60
8811,BC Eagle Restaurant,BOX 67,,NEW HAZELTON,V0J2J0,Food Primary,,215
306197,BC Tree Fruits Cider Company,880 Vaughan Avenue,,KELOWNA,V1Y7E4,Manufacturer,Winery,0
308302,BC Urban Kitchen & Wine Bar,101A 43869 Progress Way,,CHILLIWACK,V8E1J3,Food Primary,,55
302874,BC Wine Information Centre,101 - 553 Vees Drive ,,PENTICTON,V2A8S3,Wine Store,BC VQA Wine Store,
305200,BC Wine Studio,2434 Oliver Ranch Road,,OKANAGAN FALLS,V0H1R2,Manufacturer,Winery,0
143753,BCIT - FOOD PAVILION,3700 WILLINGDON AVE,,BURNABY,V5G3H2,Food Primary,,687
195175,BDS Liquor Mart,13975 - 13977 16th Avenue,,SURREY,V4A1P8,Licensee Retail Store,,
1067,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Liquor Primary,,41
16712,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Food Primary,,575
17585,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Liquor Primary,,214
193426,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Licensee Retail Store,,
41430,BEACH GROVE GOLF CLUB,5946 - 12TH AVE,,DELTA,V4L1C7,Liquor Primary,Club,196
206692,BEACH GROVE GOLF CLUB,5946 - 12TH AVE,,DELTA,V4L1C7,Food Primary,,268
23473,BEAR COUNTRY INN,4702 LAKELSE AVE,,TERRACE,V8G1R6,Food Primary,,131
186729,BEAR'S CLAW LODGE,1492 CARIBOO HIGHWAY 97,,CACHE CREEK,V0K1H0,Food Primary,,196
78433,BEAVER VALLEY CURLING CLUB,435 PINE AVE,BOX 146,FRUITVALE,V0G1L0,Liquor Primary,Club,237
210426,BEIJING GRAND RESTAURANT,3274 3RD AVE,,PORT ALBERNI,V9Y4E1,Food Primary,,96
162839,BELFRY THEATRE,1291 GLADSTONE AVE,,VICTORIA,V8T1G5,Liquor Primary,,475
40279,BELLA VITA RESTAURANT,22471 LOUGHEED HWY,,MAPLE RIDGE,V2X2T8,Food Primary,,205
189411,BELLAGGIO CAFE,777 HORNBY STREET,,VANCOUVER,V6Z1S4,Food Primary,,112
103800,BELMONT HOTEL,725 3RD AVE W,,PRINCE RUPERT,V8J1M5,Liquor Primary,,215
191776,BELMONT HOTEL,725 3RD AVE W,,PRINCE RUPERT,V8J1M5,Licensee Retail Store,,
103485,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 30",33336 2ND AVE,,MISSION,V2V1K3,Liquor Primary,Club,310
57539,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 51",343 ELLIS ST,,PENTICTON,V2A4L8,Liquor Primary,Club,225
77430,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 60",231 6TH ST,,COURTENAY,V9N1L9,Liquor Primary,Club,421
73331,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 90",250 HOWARD ST,,KIMBERLEY,V1A2G7,Liquor Primary,Club,266
52939,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, #267",9725 360TH AVE,,OLIVER,V0H1T0,Liquor Primary,Club,154
45036,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, #298",202 Anderson Dr,,QUESNEL,V2J3J9,Liquor Primary,Club,140
3436,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, #400",5431 - 50 AVE,PO  BOX 295,FORT NELSON,V0C1R0,Liquor Primary,Club,235
121939,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, NO. 431",1469 GEORGE ST,,WHITE ROCK,V4B4A3,Liquor Primary,Club,300
128211,BENT MAST,512 SIMCOE ST,,VICTORIA,V8V1L8,Food Primary,,150
133971,BERWICK HOUSE,4062 SHELBOURNE ST,,VICTORIA,V8N3E6,Food Primary,,465
178860,BEST OF INDIA RESTAURANT & SWEETS,36094 - 97TH ST,,OLIVER,V0H1T0,Food Primary,,74
70518,BEST WESTERN TERRA NOVA HOTEL,1001 ROSSLAND AVE,,TRAIL,V1R3N7,Food Primary,,330
70539,BEST WESTERN TERRA NOVA HOTEL,1001 ROSSLAND AVE,,TRAIL,V1R3N7,Liquor Primary,,192
194945,BEST WESTERN TERRA NOVA HOTEL,1001 ROSSLAND AVE,,TRAIL,V1R3N7,Licensee Retail Store,,
209961,BEST WOK,968 ALDER ST,,CAMPBELL RIVER,V9W2P9,Food Primary,,100
308834,BG Urban Cafe,#9B 4141 Airport Rd,,PRINCE GEORGE,V2N4M6,Food Primary,,53
303396,BG Urban Grill,3025 Airport Drive,,KAMLOOPS,V2B7W9,Food Primary,,100
140642,BIG LAKE PUB,4213 Likely Hwy,,BIG LAKE,V0L1G0,Liquor Primary,,75
129236,BIG WHITE SKI VILLAGE (HAPPY VALLEY DAYLODGE),BIG WHITE MOUNTAIN,,BIG WHITE,V1X4K5,Food Primary,,773
129964,BIG WHITE SKI VILLAGE (HAPPY VALLEY DAYLODGE),BIG WHITE MOUNTAIN,,BIG WHITE,V1X4K5,Liquor Primary,,11
186190,BILL COPELAND SPORTS CENTRE,3676 KENSINGTON AVE,,BURNABY,V5B4Z6,Liquor Primary,,3550
119825,BILLY'S FAMILY RESTAURANT,301 VERMILLION AVE,PO BOX 354,PRINCETON,V0X1W0,Food Primary,,100
109995,BISHOP'S RESTAURANT,2183 W  4TH AVE,,VANCOUVER,V6K1N7,Food Primary,,80
208003,BISTRO SAKANA JAPANESE RESTAURANT ,1123 MAINLAND ST,,VANCOUVER,V6B5P2,Food Primary,,72
304648,BLACK & BLUE,1032 Alberni Street,,VANCOUVER,V6E1A3,Food Primary,,470
175188,BLACK BEAR NEIGHBOURHOOD PUBLIC HOUSE,1177 LYNN VALLEY RD,,NORTH VANCOUVER,V7J2A1,Liquor Primary,,118
51275,BLACK FOREST RESTAURANT,180 ESPLANADE AVE,,HARRISON HOT SPRINGS,V0M1K0,Food Primary,,244
200727,BLACK FOREST STEAK & SCHNITZEL HOUSE (INVERMERE),540 HWY 93/95,P O BOX 2258,INVERMERE,V0A1K0,Food Primary,,270
146293,BLACK HORSE SALOON,5565 Clearwater Valley Rd.,,CLEARWATER,V0E1N1,Food Primary,,154
146513,BLACK HORSE SALOON,5565 Clearwater Valley Rd.,,CLEARWATER,V0E1N1,Liquor Primary,,41
37072,BLACK SWAN INN,2890 SHAWNIGAN LAKE RD,,SHAWNIGAN LAKE,V0R2W0,Liquor Primary,,118
204742,BLANSHARD ST. WINERY,100 661 Burnside Road E,,VICTORIA,V8T2X9,UBrew/UVin,,
131816,BLUE DOG CAFE,1213 7TH AVE,,INVERMERE,V0A1K0,Food Primary,,42
130634,BLUE HERON INN,5591 DELTA RD,BOX 387,SECHELT,V0N3A0,Food Primary,,72
210060,BLUE MOOSE,322 WALLACE ST,BOX 669,HOPE,V0X1L0,Food Primary,,101
200287,BLUE SKY RESTAURANT,477 HWY 97,BOX 2397,100 MILE HOUSE,V0K2E0,Food Primary,,110
217511,BLUE TOQUE DINER & COMESTIBLES,601 1ST AVE,,FERNIE,V0B1M0,Food Primary,,66
188265,BLUE'S BAYOU CAFE,899 MARCHANT RD,,BRENTWOOD BAY,V8M1B5,Food Primary,,101
307261,BLVD Bistro,636 Queensbury Ave.,,NORTH VANCOUVER,V7L3V6,Food Primary,,51
306971,BMO Theatre,162 West 1st Avenue,,VANCOUVER,V5Y0H6,Liquor Primary,,430
306426,BNA Brewing,1250 Ellis Street,,KELOWNA,V1Y1Z4,Manufacturer,Brewery,0
